livre.chapitre.verset,Francais,Anglais,BIBALDA_TA_PELDETTA,Bulu,Guiziga,Fulfulde_Adamaoua,Fulfulde_DC,KALATA_KO_SC_Gbaya,KALATA_KO_DC_Gbaya,Kapsiki_DC,Tupurri
NAM.2.9, Ninive est comme un bassin d'eau depuis son origine... Ils s'enfuient !... Arrêtez ! Arrêtez !... Pas un ne se retourne !,"Take ye the spoil of silver, take the spoil of gold: for there is none end of the store and glory out of all the pleasant furniture.","Jewe Ninive ay mi liyn ma niyn ma hayna vat noŋɗi. Duwgiya wulini nisi muni jaŋi yo. Lakgiya, lakgiya, may sa ma hot bugolom may loɗi.","Ninive, aso melu mvus, a nga funane fôndô mendim, éyoñe ji mese me nga mane kui atan! Tebaʼane mvoʼé , yemane ngu! Ve teke môt a fombô mvus!","Ninive, naŋ zlezle hã wurenna kaɓa kisa madiɗa misi ti yam peɗe peɗe anga. Amma ara kilam le. A ɓaka taŋ: «Cicam! Cicam zlak gidaŋ gidaŋ!» Amma ko mbur mambuɗo hiri nga dirba anta.","Ɓooyma berniwol Niniwe nanndino bee weendu heewndu ndiyamji. Ammaa ndaa yimɓe ɗon ndogga diga maagol! Ndare, ndare! Ammaa walaa mo yeesititto. ","Ɓooyma berniwol Niniwe nanndino bee weendu heewndu ndiyamji. Ammaa ndaa yimɓe ɗon ndogga diga maagol! Ndare, ndare! Ammaa walaa mo yeesititto. ","Ninivɛ hɔɔ so ŋmaa in ŋma gba-zu, ɓɛɛ kinii yi gbina gbazu'i yak. Wi sa wa mɛ yor, ɓɛɛ wa yor na! Ŋma bíí kifi tɛ pii ɗoŋ na.","Ninivɛ hɔɔ so ŋmaa in ŋma gba-zu, ɓɛɛ kinii yi gbina gbazu'i yak. Wi sa wa mɛ yor, ɓɛɛ wa yor na! Ŋma bíí kifi tɛ pii ɗoŋ na.","Nahe Ninive kenza kala weta nya kendətsə. «Ghereŋe mə, ghereŋe mə», ke mbeli sha lewela ne, ama wəndə shɛ kazhɛre geva hwa mbeli nyi kehwɛ we.",Ninif hay äa do man tu bii wo nono. Ko jar ma äil äen wo go ti ëeere mo ti' no! AÈ wii ra wo gana: Lag wee ëa! Lag wee ëa! Ama jobo bay mbuë nen le wa hase.
NAM.2.10," Pillez l'argent, pillez l'or ! Car il n'y a pas de fin à ses richesses, à l'amas de tous ses objets précieux.","She is empty, and void, and waste: and the heart melteth, and the knees smite together, and much pain is in all loins, and the faces of them all gather blackness.","Vurumgi gurjuta, vurumgi ora, farayn ka hobay ta'! Farayn kuɗ jafam kaf ka hay nagat na'ta.","Wôlaʼane argent, Wôlaʼane or, bi ne bidi bi biôm bi ne tekʼamané, avise ya mevale me biôm mese me nʼédima!","Hilaka ɓiri bara, yo hilaka ɓiri tapasl tapasla slar slar, asi zlili ngi raˀa anta kiɗ mi ta, gwat mupuɗaw puɗaway, mbaf mbaf a huroˀo.",Kooce cardi! Kooce kaŋŋeeri! Woodi ndesaaje ɗe timmataa sam e kuuje ɗuuɗɗe feere feere marɗe saman. ,Kooce cardi! Kooce kaŋŋeeri! Woodi ndesaaje ɗe timmataa sam e kuuje ɗuuɗɗe feere feere marɗe saman. ,"Ɛ̀nɛ̀ tútúrí bu-mbɔi in o lɔr; dɔka mbɔi saaye’ɛ nɛ ari, bo nɛ mɔɔ kaɗi kaɗi na!","Ɛ̀nɛ̀ tútúrí bu-mbɔi in o lɔr; dɔka mbɔi saaye’ɛ nɛ ari, bo nɛ mɔɔ kaɗi kaɗi na!","Fə mə mze kwa tere tere, fə mə mze kwa tɛawetɛa! Kakiɗi mcɛlə nyi mbe Ninive we, mama ta wəshi ganji ya mbe.","Frum wee solay so! Frum wee boo biñni! Horog wo de wer feçeçre ma de ëu ma nges jarn wo mbaara ni deñ, AÀ taw wo go gaa hase!"
NAM.2.11," Vidée, pillée, mise à sec ! Les coeurs défaillent, les genoux tremblent ; tous les reins sont dans l'angoisse, tous les visages sont livides.","Where is the dwelling of the lions, and the feedingplace of the young lions, where the lion, even the old lion, walked, and the lion's whelp, and none made them afraid?","Vurumgi slena, togi slen goyo, ŋalgi slen goy kaw. Diksi muɗi visi bat-bat', sesi visi bat-bat'; zoksi muɗi ɓassiya, Irsi zoɓi gaa'a kaw.","Biôme bise bi ne mfitan, nteʼane si, ntyaʼan, ngule nlem ja man. meboñ ma nyiʼibi menyôl ma fôʼôban, a mesu ma bo éyôé.","A vaka gwataya le, a tiɓaka taŋ le, a hiryaka taŋ le. Gidaŋ ara kiɗ mi, poprokoy ara gam guluɓ guluɓ, dumvu taŋ gar ara jijiki, tuwuy a hiri kiliw kiliw.","Koo ɗume fuu yaaɓaama e jaɓtaama e wonnaama koo toy! Ɓerɗe yimɓe ta'i, koppi maɓɓe ɗon ndiwno, keeci maɓɓe fuu ɗon tampi, geese maɓɓe fuu ɗon nyiɓɓi.","Koo ɗume fuu yaaɓaama e jaɓtaama e wonnaama koo toy! Ɓerɗe yimɓe ta'i, koppi maɓɓe ɗon ndiwno, keeci maɓɓe fuu ɗon tampi, geese maɓɓe fuu ɗon nyiɓɓi.","Ninivɛ yaia kasa-kasa kifi geemɔ! Ɗɛɗɛ bíí gɔn gɔn, ɓɛɛ tɛ-wa nak nak tututu! Kíì hɛra zaŋ-wa, ɓɛɛ yí-wa fɛŋ kpalili.","Ninivɛ yaia kasa-kasa kifi geemɔ! Ɗɛɗɛ bíí gɔn gɔn, ɓɛɛ tɛ-wa nak nak tututu! Kíì hɛra zaŋ-wa, ɓɛɛ yí-wa fɛŋ kpalili.","Nahe pɛtɛa wəshi kefəhwe geva, kempəmte geva ba'a keŋkeɗemte geva. Nahe mbeli kenza keyirə yirə, kampempa geva yɛ seɗa, kabare bare pɛtɛa geva ta nci ba'a kanza kema ta nci tɛarawe rawe.","AÈ 'war ti'i, älag ka'a, mbug ka'a! Jiili jar dañ wo ra go äuy, äaale jar bay wo deñge wa so! Sag jar wo go de ceerage äuy! Nen jar go ti bii ta'ta' äuy lay!"
NAM.2.12,". Où est-il, le repaire des lions, qui était un lieu de pâture pour les jeunes lions ; où se retiraient le lion, la lionne et le lionceau, sans que personne les effrayât ?","The lion did tear in pieces enough for his whelps, and strangled for his lionesses, and filled his holes with prey, and his dens with ravin.","Juru namna ma zlon ŋay kuɗumna muɗ wulin kayn muɗtige? Liyn namna ma jewe guro-zlon ti haya, zlon ŋay haya, gurona vi zlon kaw ŋay haya, sa ma co kay geɗem may noŋɗi!","Abôʼa bengbwengbwem e ne vé? Bitoñ bengbwengbwem bi nga boʼo bi koʼone bidi biabe valé éyoñe nnôme ngbwengbwem a mbe a kele nsôm, minlem mi bon mi nji tyebe yôb a môt éziñ.","Kuɓuŋ ngi moboroy tuwa naŋ maka? Ziri moboroy a humbuɗaka useˀ taŋ anga zleˀe. Da mobor aru le nga ji useˀ na, ko mbur maga zluwun da ziri naŋhay anta.","Toy ɗowirde barooɗe e nokkuure haa ɓiɓɓe maaje nyaamata? To mbarooga dilli tefoygo nyaamdu, walaa mo ɓillata ɓiɓɓe maaga. ","Toy ɗowirde barooɗe e nokkuure haa ɓiɓɓe maaje nyaamata? To mbarooga dilli tefoygo nyaamdu, walaa mo ɓillata ɓiɓɓe maaga. ","Di̧i̧-dila nɛ o be dila nyɔŋ so mɔ sɛnɛ a̧a̧ bɔɔ dee? Ŋgimbi nɛ bao-dila yar so yaknɛ, nana-a duk kɔ‘i oi-aa in o be-a, ŋma mɔ pi̧ kíì tɛ-wa na.","Di̧i̧-dila nɛ o be dila nyɔŋ so mɔ sɛnɛ a̧a̧ bɔɔ dee? Ŋgimbi nɛ bao-dila yar so yaknɛ, nana-a duk kɔ‘i oi-aa in o be-a, ŋma mɔ pi̧ kíì tɛ-wa na.","Kawa zhɛrenyɛ ghweɓea nivɛrə gɛ wa? Nahe ŋwalea nivɛrə kese kaŋ'we wəshi kezeme ta nci te. Ma vəa ŋkwa nya dzemte pəli nivɛrə ne, wəndə shɛ kakwaɗakɛ ŋwalea ŋkɛ we.","Mayse joñ ngeel iggi mingir sen wo la? Ngeel reege weere mingir se maga blo mingiri, Man mingir wo de weel mingir hay wo rañge ni, Day jobo ma duërage hay bay wa has mono, ngeel sen gen yaw la?"
NAM.2.13," Le lion ravissait ce qu'il fallait à ses petits, il étranglait pour ses lionnes, il remplissait de proie ses cavernes, et ses antres de dépouilles.","Behold, I am against thee, saith the  Lord  of hosts, and I will burn her chariots in the smoke, and the sword shall devour thy young lions: and I will cut off thy prey from the earth, and the voice of thy messengers shall no more be heard.","Liyn ma jewe zlon vi muuriyan haya, jetem goyo, vul mi slo tan-cata hiɗi guro-zlona, nam hob zulla valam goy cep-cep' hiɗi sliw muuriyan ma nam vumna.","Nnôme ngbwengbwem a mbe a lamesaʼan mfaʼa ya ve bone bé bidi, a mbe a wôék asu beyale bé; a mbe a jaléʼé mefub mé a betit a bi, a mebôʼa mé a mimbaane betit.","Mobor a puwa useˀ, a vula da ziri naŋhaya, a ɓuto useˀ da madiya moboroyo, a naha kuɓuŋ naŋhaya mbaf ti useˀhey, naŋ mija taŋ ti ji, a naha li hin naŋ mbaf ti useˀ mupuwa.","Mbarooga faɗɗi, seeki kuuje ladde ngam mbarookoy maaga e ngam barooɗe maaga debbe, hebbini lowol mum bee keɓal, joonde mum boo bee kusel kuuje paɗɗaaɗe. ","Mbarooga faɗɗi, seeki kuuje ladde ngam mbarookoy maaga e ngam barooɗe maaga debbe, hebbini lowol mum bee keɓal, joonde mum boo bee kusel kuuje paɗɗaaɗe. ","Bao-dila duka so gbɛ nɛ saɗi, ɓir nɛnɛ ha̧ o nana-a in o be-a. A̧ kaia so o kpoo-saɗi dun di̧i̧ kɔ̧-a̧.","Bao-dila duka so gbɛ nɛ saɗi, ɓir nɛnɛ ha̧ o nana-a in o be-a. A̧ kaia so o kpoo-saɗi dun di̧i̧ kɔ̧-a̧.",Nahe ŋeza nivɛrə kese kakese ba'a kaslekwe nda wəshi keseɗa ke ŋemalea nivɛrə ba'a ke ŋwalea nivɛrə. Nahe ŋkɛ kese kampɛafe yɛ ghweɓea ŋkɛ le sli nyi keslekwe slekwe ta wəshi keseɗa nyi keseke ŋkɛ.,"Ndo blo mingir maga bag nayre le ne weere äon wo, Ndo hrag soole jar le ne maare mingir äon wo day ndo hay go bag tu äon wo go de nay, Bag ngeel iggi äon wo go de har wo mono,"
NAM.2.14," Me voici contre toi ! – oracle de Yahweh des armées ; je vais réduire tes chars en fumée ; l'épée dévorera tes jeunes lions ; j'arracherai du pays ta proie, et l'on n'entendra plus la voix de tes messagers.",__Error__,"Ma-Vatɗina vi vok-ma-duura di'e: Nan coowa kigiya, keke-ma-duura vigiya nan min ŋalam goyo. Kew-gaferaŋa ma cal guro-zlona vigi goyo, muur ma nigi vumna nan ma yawam goyo hay nagata, Sumuna vigi sa di sunda, ma muɗ ɗawn sa humsi delsi loɗi.","Me ne wo ngame yat. Nalé Nti a ne ngul ése a jô! Yaa, ma ye bo bevagoñe bôé ve ôtita ôtita. Nkpwaté mekôn wo ye mine bitoñe bengbwengbweme biôé. Ma ye telé ñwôlane biôme wôé e si nyô, a ba ye bo te beta wôʼô tyiñe ya minlômane miôé.","Bumbulvuŋ misi gidaŋ wãˀ a ɓi ani: «Ninivey, y'ani i ra zlir dibiɗ ti kum! Haˀaw, i sa wura mota ngi vurum kumoyo, hã a tiram cunju sẽwwe. I sa kiɗa gawla kumoy misi ka ziri moboroyo ti maslalam. Gwat kum matuɓoko taŋ ti gidaŋ na, i sa kiɗa mi taŋ asi ruwuyo, yo mizli anta sa cinam ˀay ngi mijiviɗ kumoyo mata.»",Jawmiraawo honooɓe asama wi'i: “Mi ɗon monni ma. Mi wulan mootaaji pucci konu ma haa cuurɗe ummo. Kaafahi nyaaman mbarookoy maaɗa. Mi nattinan keɓal ma haa lesdi. Daaɗe nelaaɓe ma meetataa naneego.”,Jawmiraawo honooɓe asama wi'i: “Mi ɗon monni ma. Mi wulan mootaaji pucci konu ma haa cuurɗe ummo. Kaafahi nyaaman mbarookoy maaɗa. Mi nattinan keɓal ma haa lesdi. Daaɗe nelaaɓe ma meetataa naneego.”,"«Ɓɛɛ kinii, mi hɔɔ kaɗi! Mɛ̀ bá zu-mɛ! Mɛ nɛ mi GASA WAN nɛ a̧a̧ nɛ ŋgayamɔ lɛŋ a̧ tɔ̧ wen’ɛ. Mi tɛ dɔ o keekee-biro kɔ-mɛ a nu gbuɗuk; gba-paa tɛ kum o bem kɔ-mɛ lɛŋ. Ndaa zuzu kɔ-mɛ gɔna; bíí beka zii ger o betom kɔ-mɛ ɓɔna.»","«Ɓɛɛ kinii, mi hɔɔ kaɗi! Mɛ̀ bá zu-mɛ! Mɛ nɛ mi GASA WAN nɛ a̧a̧ nɛ ŋgayamɔ lɛŋ a̧ tɔ̧ wen’ɛ. Mi tɛ dɔ o keekee-biro kɔ-mɛ a nu gbuɗuk; gba-paa tɛ kum o bem kɔ-mɛ lɛŋ. Ndaa zuzu kɔ-mɛ gɔna; bíí beka zii ger o betom kɔ-mɛ ɓɔna.»","Ma ke Mahwətə nde berete gezete: «Ninive, katesate 'ya te ŋkwa yitea gha, katetere yɛ wəmata kempa ta ŋa 'ya hɛmɗɛke, Katempə mempɛhwetɛtia ŋa nyi kala ŋwalea nivɛrə kwamte mpa. Katefɛa ŋwasle ŋkwa ta ŋa 'ya te hɛɗi, katezhɛne mbeli kafa mɛa ka ghwene ta ŋa we.»","Ndi yañ wo yam ndo, Manwur Pantway waçaç dosen nono! Cug ndar yañ go de pus durgi äon wo, Day moslam kafge nen weere mingir äon wo yañ go. Ndi hoo ge nayre äo maga ndo hay bag ra wo yañ le go äil sir äon do. Jobo laa ge geçeçge jar soole äon wo gaa so hase."
NAM.3.1," Malheur à la ville de sang, toute pleine de fraude, de violence, et qui ne cesse pas ses rapines !",Woe to the bloody city! it is all full of lies and robbery; the prey departeth not;,"Joot kay hoyok-ziyn ma ɦok busuwn goyna, hobay hob' hiɗi sinda, hobay hiɗi ɦawlata kaw, sa gar kay vurum sumun dok-dokŋa.","Bidim a tison ja kuli metyi, nyô é ne njalan a wup a bikôʼôs, nyô é ne njalan a ñwôlane bôte biôm a nji jeñe biôme ya bi.","Walahay mindeŋ ndeŋ ti mikiɗa hirnga, mindeŋ ndeŋ ti migi gilaw da mizli, misi moˀore, yo ko naŋ anta pula tiɓi gwat ti gidaŋ mbak le ta. Kay, naŋ ar bonoy!","Bone laatanto berniwol dufanŋgol ƴiiƴam, keewŋgol fewre e toonyaare, tum jaɓtol ɗon! ","Bone laatanto berniwol dufanŋgol ƴiiƴam, keewŋgol fewre e toonyaare, tum jaɓtol ɗon! ",Fom a̧a̧ zu ye nɛ de ha̧ tɔk tɛ bíí mɛ a nu! O bíí ye'i nyɔŋ nɛ yí-bíí zu̧ nɛ mɔ; tom-dee kɔ-wa ɓɔnsɛnɛ nɛ ɓara mɔ er bíí.,Fom a̧a̧ zu ye nɛ de ha̧ tɔk tɛ bíí mɛ a nu! O bíí ye'i nyɔŋ nɛ yí-bíí zu̧ nɛ mɔ; tom-dee kɔ-wa ɓɔnsɛnɛ nɛ ɓara mɔ er bíí.,"Wa nya ndiremi te Ninive, meleme nya kempə ŋkwa, nya kemene mbəɗəkwə, nya kemene ghəa ŋkɛ laka mene berete ba'a nya kefɛama yitea ŋwasle ŋkwa gɛ!",Faëge go ti äi leege maga id jar go day kag ci jar go lay mono! Ti äi leege maga go de ba äil de gete' wo de hun mono! Ëiggi äe tum ti frumgi jar go!
NAM.3.2," On  entend  le bruit du fouet, le bruit du fracas des roues, le galop des chevaux, les chariots qui bondissent !","The noise of a whip, and the noise of the rattling of the wheels, and of the pransing horses, and of the jumping chariots.","Nisi ka wat sumun hiɗi libetna, Sumun kaf ka hum hiɗi humsiya, suwana vi sem kekena, jaŋŋa vi kulumayna, jaŋŋa vi keke-ma-duura,","Eduñe nkasa a éduñe minka; bikabela bia yôô, bevagoñ ba sembe.","Hurum ngi laway macin a diga, hurum ngi sar ngi motahay ati ngi pilisey, waɗ ngi mota ngi vurumoy makukuroko taŋ ti gidaŋ ara cino paɗ a diga.","Hoolo ɓoccol e hoolo kosɗe mootaaji ɗon ton, non boo caamŋgal pucci e mootaaji tultanɗi, ","Hoolo ɓoccol e hoolo kosɗe mootaaji ɗon ton, non boo caamŋgal pucci e mootaaji tultanɗi, ","Ɛ̀nɛ̀ zíí nyɔŋa-a nɛ nyasi nyɔŋ! Ɛ̀nɛ̀ zíí giti kɔna ŋmaa nɛ naŋ keekee kɔn nɛnɛ! O nyaŋa nɛ̀ maa yi, o keekee nɛ̀ ndɔra-a,","Ɛ̀nɛ̀ zíí nyɔŋa-a nɛ nyasi nyɔŋ! Ɛ̀nɛ̀ zíí giti kɔna ŋmaa nɛ naŋ keekee kɔn nɛnɛ! O nyaŋa nɛ̀ maa yi, o keekee nɛ̀ ndɔra-a,","Ma mbe melemea shɛ ne, kakwaɗe yɛ ghweɗa, kagaka yɛ seɗa ta wəmata gədəwə, kampereke gədəwəa lɛmə ba'a kahwɛ yɛ wəmata kempa.",Ro mbreñ wo de ro äaale pus durgi wo le mo deñ samge no! Piirin per wo ciñ! Pusn yoor wo ciñ!
NAM.3.3," Cavaliers qui s'élancent, épée flamboyante, lance fulgurante ! Multitude de blessés, masse de morts, des cadavres à l'infini... On trébuche sur leurs cadavres.","The horseman lifteth up both the bright sword and the glittering spear: and there is a multitude of slain, and a great number of carcases; and there is none end of their corpses; they stumble upon their corpses:","kulumayn dok-dok ganiya, kew-gaferaŋ wileɗa, kaway-ma-duur ka tigeɗa. Sumun ŋolo ka hiɗi milla, sa muɗi ŋumna nisi ŋolo. Sa mitina sa as ŋaɓsiɗi. Sumun ka tupa kulo kay sa mitin tiŋ-tiŋ'.","Bikabela bia kui bita, nkpwaté mekôn wo ngemban, akoñ da kuli minkôkô mié; ézuʼu bôt é maneya balé meveñ! Mimbim mi ngunu si! Mimbim tekʼalañé! Bôt ba ke ba kolé mimbim!","Misi pilisey ara bam le ng'ar vurum, maslalam walak walak, ziwit mawucuɗu. Mumucahay a slufam ta, vagay ngi mizli ara mbi zikitiŋ, ko anta tiki ta. Vagay ngi mizli ara ba sar da mizli toŋ toŋ.","samnooɓe ummake e kaafaaje jaynanɗe e labbe ɗelkanɗe, naawnaaɓe ɗuuɗɓe, maayɓe ɗuuɗɓe ɓe ngalaa limgal, koo toy goɗɗo fergoto maayɓe. ","samnooɓe ummake e kaafaaje jaynanɗe e labbe ɗelkanɗe, naawnaaɓe ɗuuɗɓe, maayɓe ɗuuɗɓe ɓe ngalaa limgal, koo toy goɗɗo fergoto maayɓe. ","o wi-ŋgan-nyaŋa nɛ̀ ŋgana-a, gba-paa nɛ̀ pi̧a̧-a̧ lai-lai, sɛɛ nɛ̀ toka-a zar-zar, baa da̧i̧ a̧ ba'i, fea-a a̧ fe'i, bo nɛ mɔɔ tɔr na; wi i̧si̧ nɛ wɔr yak nɛnɛ.","o wi-ŋgan-nyaŋa nɛ̀ ŋgana-a, gba-paa nɛ̀ pi̧a̧-a̧ lai-lai, sɛɛ nɛ̀ toka-a zar-zar, baa da̧i̧ a̧ ba'i, fea-a a̧ fe'i, bo nɛ mɔɔ tɔr na; wi i̧si̧ nɛ wɔr yak nɛnɛ.","Kagwəgwə ka zleɗe gədəwəa lɛmə, kaslesla yɛ kafayɛ, katsa ghwə yɛ megha. Ka mpə mpə ya te yayata ŋkwa, nahe ka mpə mpə kenza təɗəmə təɗəmə, kaɓelate hɛ mbeli we, katsetsa ŋkwa ka mpə mpə kala tehene.",Jar piirin sam wo puçuçri we le yaw! Moslam car wuu jage! Manjaw sag plië pliëi! Coo jar maga da' wo waçaçge bay wa! Huli cor ëib ëibi! Coo huli bay wa! AÈ far ne huli ti giäliñ giäliñ!
NAM.3.4,"  C'est  à cause des nombreuses prostitutions de la prostituée, pleine d'attraits, habile aux enchantements, qui vendait les nations par ses prostitutions, et les peuples par ses enchantements.","Because of the multitude of the whoredoms of the wellfavoured harlot, the mistress of witchcrafts, that selleth nations through her whoredoms, and families through her witchcrafts.","Kay mige na' ta viyuwta li tuwa' viyuw ŋol suwa, hobay hiɗi nemda, hiɗi gul-yalda va'a, na'a ta gus jaf-sumun goyo hiɗi viyuwta va'a. Na'a ta gus jaf-sumun kaf goyo hiɗi gul-yalda va'a.","Amu abui mejian me minga ébamba, njalan a bijañ, ntebʼôsu mame me ngbwee, a nga kuane meyoñ me bôt a mejiane mé, a kuane fe meyoñ me bôt a ngbwele jé.","Hirwuy Niniv, ki sulome, ki migi madama haɗa, ki tikina mizli ti kuy ɗik mazli ta wãˀ na, sukwi ngi mizli, ki gi taŋ beke le ti sulome ɗik na, yo mizli, ki gi taŋ beke le ti cucuk ɗike.","Ɗum waɗi daliila kuuɗe daakaareeku ɗuuɗɗe ɗe daakaareejo oo  huuwi. O ɗon esta bee ŋarol maako, o hiilaajo mawɗo. Bee daakaareeku maako e hiilaaji maako, o macciɗini ummaatooje e jama'aaje.","Ɗum waɗi daliila kuuɗe daakaareeku ɗuuɗɗe ɗe daakaareejo oo  huuwi. O ɗon esta bee ŋarol maako, o hiilaajo mawɗo. Bee daakaareeku maako e hiilaaji maako, o macciɗini ummaatooje e jama'aaje.","Ɛ̀nɛ̀ zɔ́k mɔɔ-oi-ɗaŋmɔ ko kó-de-mɔ nɛ mbɔɗɔnu, nɛ ɔr so o tugun bíí nɛ saŋa-yí, nɛ e so bíí tɛ bara tɛ dee mɔɔ-dàlà kɔ‘i, nɛ de so mɔɔ-kifi kai nɛ o bíí nɛ bara’ɛ.","Ɛ̀nɛ̀ zɔ́k mɔɔ-oi-ɗaŋmɔ ko kó-de-mɔ nɛ mbɔɗɔnu, nɛ ɔr so o tugun bíí nɛ saŋa-yí, nɛ e so bíí tɛ bara tɛ dee mɔɔ-dàlà kɔ‘i, nɛ de so mɔɔ-kifi kai nɛ o bíí nɛ bara’ɛ.",Kwele kwele zhigə menete mefətekwə Ninive. Kendeɗe nda ba'a keganyɛ nda se nde. Nahe mefətekwəa nta ba'a mene ghwɛa nta kezhɛrete mbeli ba'a hwelefefi kaka mavashi.,Sen na wer figliw ma de raw wuu mani waçy figliw Maga jaçë jar le de wore äen wo de hila äen wo mono. AÀ hay yeeë wer jar wo go de figliw äe ma de raw wuu no. Wer hila äen wo se yeeë nen jar po wo go ti äï¡ï¡ni äaara ta' äuy.
NAM.3.5," Me voici contre toi ! – oracle de Yahweh des armées ; je vais relever les pans de ta  robe  jusque sur ton visage, je montrerai aux nations ta nudité, et ta honte aux royaumes.","Behold, I am against thee, saith the  Lord  of hosts; and I will discover thy skirts upon thy face, and I will shew the nations thy nakedness, and the kingdoms thy shame.","Wulin kayn nan coowa kagu, din mi Ma-Vatɗina vi vok-ma-duura, sligar ma cuki tagŋa nan ma kulotom goyo, nan min ɗek nalata vag goy kir sumun noŋ kaf, zulota vagu nan min ala muliyan kaf ma wa' goy wi'.","Me ne wo ngame yat, nalé Nti ya minsamba mewosan a jô, ma ye ves éziñgi jôé a beté wo je asu, ma ye liti meyoñ e soé jôé, a ôsone viôé e be bijôé ya si nyô.","Vurˀe, ya Bumbulvuŋ misi gidaŋ wãˀa, i ɓuw na: y'ani i ra lumuw akẽh. I sa kursuw zip ɗike kuras kuras, sesẽŋ a midibiɗ, ɓa i buguw gulndiŋ kine a mbuŋ sukwi mekelemey, yo ɓa i biga pi mesem ɗik na a mbuŋ zumabuy ngir duniya gar.","Jawmiraawo honooɓe asama wi'i: “Mi ɗon monni ma. Mi ɓaŋgtan gawarle limce ma dow yeeso ma, mi hollan ummaatooje temmbuki ma e mi hollan laamuuji fuu ko semtinte. ","Jawmiraawo honooɓe asama wi'i: “Mi ɗon monni ma. Mi ɓaŋgtan gawarle limce ma dow yeeso ma, mi hollan ummaatooje temmbuki ma e mi hollan laamuuji fuu ko semtinte. ","Mi hɔɔ mɛ ba zu duk nɛ mɛ kaɗi! Mɛ nɛ mi GASA WAN nɛ a̧a̧ nɛ ŋgayamɔ lɛŋ a̧ tɔ̧ wen’ɛ, mi tɛ kpɔ̧i̧ mɔ tɛ-mɛ a nu e mɛ nɛ sɔŋgɔɗɔ ha̧ o tugun bíí mɛ zɔk zim tɛ-mɛ. Búù tɛ ba mɛ ti wa.","Mi hɔɔ mɛ ba zu duk nɛ mɛ kaɗi! Mɛ nɛ mi GASA WAN nɛ a̧a̧ nɛ ŋgayamɔ lɛŋ a̧ tɔ̧ wen’ɛ, mi tɛ kpɔ̧i̧ mɔ tɛ-mɛ a nu e mɛ nɛ sɔŋgɔɗɔ ha̧ o tugun bíí mɛ zɔk zim tɛ-mɛ. Búù tɛ ba mɛ ti wa.","Ma ke Mahwətə nde berete gezete: «'Ya katesate te ŋkwa yitea gha. 'Ya katekwefaŋe rewebea ŋa kasame pa kwa kema ta ŋa, kezha ncɛ nda zeweve ta ŋa ke hwelefefi. Tagha gɛ, katenewe hawe nya te gha hɛ.","Ndi wo de woge mo ti, Manwur Pantway waçaç dosen nono. Ndi hoo ge jag rob äon yañ go ciñ mo were. Ndi kañ ge nen wer jar wo äuy yañ go ti glog koë äo no, Kañ ge nen wañre yañ wo go ti ngeel soçoçre äo no."
NAM.3.6," Je jetterai sur toi des ordures et je t'avilirai, et je te donnerai en spectacle.","And I will cast abominable filth upon thee, and make thee vile, and will set thee as a gazingstock.","Nan min ko tugosn kagu, nan min muɗag ɦay-ɦaya, nan muɗag goy va ma liw hiɗi namu,","Ma ye kute wo mbuan asu, ma ye vaa abeñe dôé, a ma ye bo wo jôme bôt ba beme mis.","I sa tukuw li a hirnga, ɓa ngi puw mesem, gwat ɓa mizli a puraka na, i sa biga avu ka.","Mi rufan mbuuwri dow maaɗa, mi bustinte, mi laatinte huunde laareteende meere. ","Mi rufan mbuuwri dow maaɗa, mi bustinte, mi laatinte huunde laareteende meere. ",Mi tɛ e bùk ndaa mɛ; mi tɛ fɛŋ mɛ ha̧ bíí mɛ zɛkɛɗi mɛ.,Mi tɛ e bùk ndaa mɛ; mi tɛ fɛŋ mɛ ha̧ bíí mɛ zɛkɛɗi mɛ.,'Ya katebete kəsə kənəa gha kezha pəli ŋa hawe. 'Ya kateve ŋa kawəsə keyipə pa.,Ndi laa ge jaçaçre yañ go mo ti. Ndi gefaf ge ndo yañ go day ndi kol ge mo yañ go diñ fen ko nene.
